address,txn_cnt,iter,label
0xc77815170a7b8743c2e1996850cbb91bdfcf185c,3,0,phish_start
0x961bd2e55d694e77f0816e9febf91e068cdf82a6,3,0,phish_start
0xc1935f36a5d0f56c00779ec609a59c5b3f995f0b,5,0,phish_start
0x5b0a511548dd2a7479af9d521fc70a05c3015e37,17,0,phish_start
0x4fa5f575c3c11d3d3ed2f776bc906d3a1ae31a53,4,0,phish_start
0x575162ecc95ec30d99da411ee04b35e5cd50778d,11,0,phish_start
0x2d675e9df1b5f36fdc5480718161cc1f041140cd,3,0,phish_start
0x4ba71bb3f013e1fe5fb8a797d9835f3eb5bc39bd,72,0,phish_start
0x0b296edb9e41f48c68b26f7500a6e9f46c1a0d39,12,0,phish_start
0x184fdf802e9c4018f3a107d73efbe6b6ddc4fb85,13,0,phish_start
0x1cbdb2fa7861f1b3d01e0249c1cd3532829fb08a,3,0,phish_start
0x2ed31556f20db283569ae040d6968f65efa240ca,21,0,phish_start
0x694afabc190e2041a334986129a722474efe0643,3,0,phish_start
0xb35ac8b35a5395f7f4f6e527a6ac57d5c030355e,6,1,
0xb52ffabd0a7070bf683a01d328e1f509cabd79e3,2,1,
0xe0e71d6237751cd063e48f495ba9576fe04f6f06,2,1,
0x79f5ef5d96fcc5c1ac6a146888ea7410e4adc018,4,1,
0xfc74e18a51b840ec0522f6c2dcf3fd93f6f79855,3,1,
0xa58c9a7826c30866ffc11c6961d65e5196361a55,2,1,
0xbdb18c552b8d88a809051128bfa97399702ca63a,2,1,
0x5db291245d58a57586d7d764823fe9159719ad3f,6,1,
0x40f4ca6423ac476ce9ca8054674a090ebe4e862a,8,1,
0x9f4774ffccbb90dc714703803b0555eb1299761a,3,1,
0xc52b2b3a677752722e782bc16c52644d4ab1c2d1,3,1,
0xfafba376cb4dbbfd3793bba55486943cebcb5b1b,2,1,
0x547265bcebb199aca231135eb58e52d7a4d4a06d,4,1,
0x932c42596aac0abfba6d615878cd5369a284e778,4,1,
0x4b9be006b674f210735a5f16ed6c9d5787265c41,2,1,
0x530512c63051ae893d61f75fcd027a616f4dd526,2,1,
0x8aa15032f047bd422b01a518c419cd6091daa2ff,2,1,
0x130afae3343c50edda5a0688321de6f9ad739df3,4,1,
0xf9a724a89a914bb312b31254586b00639b5b15c0,1,1,
0xaa98f608545f322306efb2164af634f7cf98e1e9,2,1,
0x6cc500efebe504b9f5272325a6a84eb9f919e256,2,2,
0x61f3a8d822efc5bc3c71d3155fe84158b9c3818b,2,2,
0xd2cce1618120909cd6e78a255726dbd75b00fb76,10,2,
0x279f6628e8ac7fa7fa5c80ad684698eaab01c5b4,7,2,
0xa7f6a61a5025ee426903b4eb8815584b57316d0e,10,2,
0x0a4242ed241e034ae14825294b8f17fd3f3e7c64,2,2,
0xc188aff1f0ec35af5f696ae39e269a58e218a89f,2,2,
0x1208c43bab1c8657b6b91db69c4977c05cebf8c6,10,2,
0x2eed117d40aa17af958a9127fb6bdd92c0f3a716,7,2,
0xbb6f7deb4cd6350ce63899b23209d2abecf8e85b,2,2,
0x01d7c9d3df16790ff8df9b4c96df2cb4459044fa,2,2,
0x25a070a7b411258bcd50631a79714a5855f39f86,3,2,
0x380eefb8b8e6e8b57134f12a11ee29b309b46500,2,2,
0x17fe3a575eb944630536e2b64f01ca626d792b15,2,3,
0xce2214b896c6e114fc1b806c0faccc1d51b7aa22,11,3,
0xfe50f52389e50c40c53e1ee177498b2ca33d1c26,2,4,
0xe6fcbf88524fd9d23d3699a68a66fb8b3e4f4914,2,4,
0x5a0edfd19c006b2e48f22aeb476c1f8b28c212e2,2,4,
0x122603bf2f52fd3d7d9873b94aef67de1ddd42f0,2,4,
0xb8bdc45f2a647353114ad93941b816056ad19c9b,5,4,
0x37419c683f616cf965edfa77140d5594b98bc8f0,2,4,
0xf72c812e2a955dfa1fc2a37e18541823a96444d0,2,5,
0xa2c8869580f1e8ce5ebb8c2178c76c9432efeb75,2,5,
0x0df62cee500f15d177984504fc478f77ed34a2c4,2,5,
