address,txn_cnt,iter,label
0x839f0763187b9fcbf60cd4d332413b77a7ae2ef9,16,0,phish_start
0xbcd8c17c24514e9a80ec3cd9368ee32115c8716b,13,0,phish_start
0xc9746c60b47aebbf13ba8e45144e4c2ddb3f0cba,12,0,phish_start
0xe903e796e4e0d065701cd04c00aef9ea0d58d8fe,8,0,phish_start
0x5d741f08e7f468768eb65af94205df2aa7eda5bd,6,0,phish_start
0x251bdf7a333bef7b349a429f435f8178735c186b,13,0,phish_start
0x53a47e0d6684ac7e3898273626d1a52b194f6962,17,0,phish_start
0xcd867a3661ce6268234e07f0784c27b982f7691e,4,0,phish_start
0xdd65fe1c183ee979cc33e1ccff54b1705fe5b623,11,0,phish_start
0xe82fd3b50888c460544f10f9326e789f90679ecb,8,0,phish_start
0x9f80754b6a266a9ca3e4f2399eed9045097bf173,24,0,phish_start
0xb70f65c1faa2f1160d006b585ebf564781e8dae6,243,0,phish_start
0x1b45ed52cd1b3d1738c0c5af022bc1f3fd2d363e,11,0,phish_start
0xe55e8106d4be6887d98774b464e8bdfc38ec0f63,12,0,phish_start
0xa076131ced6984c5b154c18c7e89159ee8127480,2,1,
0x95ae4fc70e88731041c77de44705e02934d1fad3,2,1,
0x1b39f9976fa56ab9d9de5689247ac5b2ba436035,3,1,
0x44c1fd1f3fd6d980f6ad78dcf161e4a4e4380fd7,2,1,
0x5066cd03a38be7cede67f5d5ef891b43dc0a5aa3,2,1,
0x11de0627349d79e643167761e5463d16ac9d5b14,2,1,
0xc50ac0c46177d8cacac878e69fc6c66a257f1bc1,2,1,
0x05a475fa46504db5ecda37bb4a55f4f742f2272f,2,1,
0x2e4a865dc17831c281302341e43c53ba9c29ab6d,2,1,
0xc8d2df492fc3f726ad2511d14c668c318e4e1a30,6,1,
0xf2c642edbba0457f6e639df76d90ae6461eadf0c,2,1,
0x2c67e6aa6a80d6cf29b926b4f19b925835511c7a,2,1,
0xd5bf1811219423c973170ed1522ad6f7d027f4e0,2,1,
0xd9168fc6ed11defda66a8a5f260385c12dfdf6af,2,1,
0xc57ee501e229194c8c5e5b1c846fa9e13f8ef428,2,1,
0xd464f3d77414bd2f932492fdd63389fd64f38afd,5,1,
0xd056834ee676375669d0b6cf1c12b930a70d04a9,2,1,
0x8137d1eb81daf6b8ace467d226b640d63a16dbb6,2,1,
0xab4f23cee4ba0840087363bde9e2e0ee46dbd9d1,2,1,
0xba7ebade4904bd88d448ce8db0d84effaccb951c,2,1,
0x8d7b4d37f0623e67fe7464226786af8bdeed31b2,2,1,
0x412e29a682cde3ac4d8d5b261558440f81ad43f8,2,1,
0xdde1ff9aa37d0fa78b40131047edd0dffe095e32,2,1,
0x24efa5623e58c28da3b3a0cc00fd79880fdfe8f7,2,1,
0x788fb3ee06771b05998a2bfe93b4e65d6a1e56ab,2,1,
0x506a5202d70b1a5c25d0b5f72a28f78bc9c9e2d2,2,1,
0x6fec66b1603a697182577f6e3052bd842a9a179b,12,1,
0xc6f62f38282a99272bdb5dd442ea861ade31f17b,2,1,
0xcb5f38cf8c62974a9c26e6b3b0fb1d0ff75da555,2,1,
0x2d167133ad2287a6ef711b42ba9072a084f4ca65,2,1,
0x37fb8330130e4781bae950c28653ac85fc5f9b1c,2,1,
0x7176fccdb2dacb4a9c1c6f7eefb1e2078cdf5279,2,1,
0x1fbd89c2a41aa013512946c1123a571a3fcafa98,2,1,
0x85114603bfe351746ad9c9b69e3fc160fcd7d417,2,1,
0xde4d8bdacf6fc24d7f884ec8cbcba0eacc9a0249,2,1,
0x7e58a9a5eb8ee59dd01cdf3435c2b0a2a26c5be9,2,1,
0xed462e11a341786562e21a0aee785c1b9c0164e0,2,1,
0xfa33f8a61fde2964ce01a57457a22b2d26aece13,4,2,
0x93446b1af4dbfb8baf5143e829a28fa69b85ee60,2,2,
0x99f000f5ab5676bb3044491b007456c0fd1543ff,4,3,
0x833869de362435dd4cfa893dad9baadd57395643,4,3,
0x45a67314eb5a56e1bd68840f86a442d38c71429b,4,3,
0xc71b2eed82a2ac821f2b1e1f78fdefa94f7f97eb,2,3,
