address,txn_cnt,iter,label
0x2306934ca884caa042dc595371003093092b2bbf,538,0,phish_start
0xad88ce52945787c6435a867430bc1cb22427a4f0,4,0,phish_start
0x0aeffd862a9cfa827574e2e5e50cda07685c9260,164,0,phish_start
0x917a417d938b9f9e6ae7f9e5253fb6de410343e3,3050,0,phish_start
0x1ea3ecc937bae79353d198db2cdab1e5cbe625dd,55,0,phish_start
0x0913e0169f5129185c3934920d3cf6e5f56bd3be,72,0,phish_start
0xc2a9ca9117f8dafde8ee7b14d3c86feda5969873,9,0,phish_start
0x746fa43ad6e2fcfd7fc5cb6ca348b5caa6a6081a,12,0,phish_start
0x69bbf9a44b46083dad05d070422aaeafaca3204c,71,0,phish_start
0x38b5d6049c74c6eceebf55551ba5325bae641ded,2,1,
0x896467f6bfefc5d8461be8f1dbc61d76231f553d,1,1,
0xaad68a2816f4d9c9d0f90597e1fae7e250579b6b,1,1,
0xa9865aaa6f59b38f51be9f0fd3b17e42fff5fd9c,2528,1,
